	winner	outcome	loser	duration	matchtype	date	city	state
5	C. M. Punk	def.	Dean Ambrose		6-person tag	Dec 29th 2013	Washington	DC
0	Damien Sandow	def.	Kofi Kingston		&nbsp;	Dec 29th 2013	Washington	DC
1	Cameron	def.	Alicia Fox		&nbsp;	Dec 29th 2013	Washington	DC
0	Erick Rowan	def.	Jey Uso		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
1	Antonio Cesaro	def.	Cody Rhodes		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
2	Darren Young	def.	Curtis Axel		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
3	Randy Orton	def.	Dolph Ziggler		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
4	Daniel Bryan	def.	Damien Sandow		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
5	Big E. Langston	def.	Dean Ambrose		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
6	Roman Reigns	def.	Mark Henry		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
7	John Cena	def.	Seth Rollins		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
0	Goldust	def.	Jack Swagger		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
1	Brie Bella	def.	A. J. Lee		6-person tag	Dec 19th 2013	Corpus Christi	Texas
2	Fandango	def.	Kofi Kingston		&nbsp;	Dec 19th 2013	Corpus Christi	Texas
0	Jey Uso	def. (pin)	Curtis Axel		dark &nbsp;	Dec 18th 2013	San Antonio	Texas
1	Big E. Langston	def. (pin)	Jack Swagger		&nbsp;	Dec 18th 2013	San Antonio	Texas
2	Brie Bella	def. (pin)	Tamina Snuka		&nbsp;	Dec 18th 2013	San Antonio	Texas
3	Sin Cara	def. (pin)	Drew McIntyre		&nbsp;	Dec 18th 2013	San Antonio	Texas
4	Tensai	def. (pin)	Brodus Clay		&nbsp;	Dec 18th 2013	San Antonio	Texas
5	Erick Rowan	def. (pin)	Cody Rhodes		&nbsp;	Dec 18th 2013	San Antonio	Texas
6	Cody Rhodes	def. (pin)	Bray Wyatt		dark 6-person tag	Dec 18th 2013	San Antonio	Texas
7	Damien Sandow	def. (pin)	The Miz		&nbsp;	Dec 18th 2013	San Antonio	Texas
8	Fandango	def. (pin)	Kofi Kingston		&nbsp;	Dec 18th 2013	San Antonio	Texas
9	C. M. Punk	def. (DQ)	Dean Ambrose		handicap tag	Dec 18th 2013	San Antonio	Texas
10	John Cena	def. (DQ)	Randy Orton		dark &nbsp;	Dec 18th 2013	San Antonio	Texas
0	Natalya	def. (pin)	Tamina Snuka		&nbsp;	Dec 18th 2013	San Antonio	Texas
1	Antonio Cesaro	def. (pin)	Dolph Ziggler		&nbsp;	Dec 18th 2013	San Antonio	Texas
0	R-Truth	def. (pin)	Drew McIntyre		&nbsp;	Dec 17th 2013	Austin	Texas
1	A. J. Lee	def. (pin)	Kaitlyn		&nbsp;	Dec 17th 2013	Austin	Texas
2	The Miz	def. (pin)	Curtis Axel		&nbsp;	Dec 17th 2013	Austin	Texas
0	Brie Bella	def. (sub)	A. J. Lee		12-person tag	Dec 17th 2013	Austin	Texas
1	Sin Cara	def. (pin)	Curtis Axel		&nbsp;	Dec 17th 2013	Austin	Texas
2	Bray Wyatt	def. (pin)	Cody Rhodes		6-person tag	Dec 17th 2013	Austin	Texas
3	Fandango	def.	Dolph Ziggler		Christmas present on a pole	Dec 17th 2013	Austin	Texas
4	Jey Uso	def. (pin)	Darren Young		&nbsp;	Dec 17th 2013	Austin	Texas
5	Mark Henry	def. (pin)	Damien Sandow		&nbsp;	Dec 17th 2013	Austin	Texas
6	Diego	def. (pin)	Antonio Cesaro		&nbsp;	Dec 17th 2013	Austin	Texas
7	Ryback	def. (pin)	Kofi Kingston		&nbsp;	Dec 17th 2013	Austin	Texas
8	Big E. Langston	def. (DQ)	Dean Ambrose		6-person tag	Dec 17th 2013	Austin	Texas
0	Rey Mysterio	def. (pin)	Cody Rhodes	12:53	&nbsp;	Dec 16th 2013	Dallas	Texas
1	Dolph Ziggler	def. (pin)	Fandango	03:23	&nbsp;	Dec 16th 2013	Dallas	Texas
2	Big E. Langston	def. (pin)	Antonio Cesaro	15:44	&nbsp;	Dec 16th 2013	Dallas	Texas
3	Curtis Axel	def. (pin)	Brodus Clay	02:22	&nbsp;	Dec 16th 2013	Dallas	Texas
4	Dean Ambrose	def. (pin)	C. M. Punk	16:29	6-person tag	Dec 16th 2013	Dallas	Texas
5	A. J. Lee	def. (pin)	Brie Bella	05:11	6-person tag	Dec 16th 2013	Dallas	Texas
6	Daniel Bryan	def. (DQ)	Randy Orton	24:57	&nbsp;	Dec 16th 2013	Dallas	Texas
0	Summer Rae	def. (pin)	Kaitlyn		&nbsp;	Dec 16th 2013	Dallas	Texas
1	R-Truth	def. (pin)	Drew McIntyre		&nbsp;	Dec 16th 2013	Dallas	Texas
0	Fandango	def. (pin)	Dolph Ziggler	04:21	dark &nbsp;	Dec 15th 2013	Houston	Texas
1	C. M. Punk	def. (pin)	Dean Ambrose	13:42	handicap tag	Dec 15th 2013	Houston	Texas
2	A. J. Lee	def. (pin)	Natalya	07:36	&nbsp;	Dec 15th 2013	Houston	Texas
3	Big E. Langston	def. (pin)	Damien Sandow	06:29	&nbsp;	Dec 15th 2013	Houston	Texas
4	Cody Rhodes	def. (pin)	Antonio Cesaro	21:06	fatal 4-way elimination tag	Dec 15th 2013	Houston	Texas
5	R-Truth	def. (pin)	Brodus Clay	06:03	&nbsp;	Dec 15th 2013	Houston	Texas
6	Kofi Kingston	def. (pin)	The Miz	08:02	no disqualification	Dec 15th 2013	Houston	Texas
7	Bray Wyatt	def. (pin)	Daniel Bryan	12:26	handicap tag	Dec 15th 2013	Houston	Texas
8	Randy Orton	def.	John Cena	24:34	TLC (singles)	Dec 15th 2013	Houston	Texas
0	Kaitlyn	def.	Aksana		&nbsp;	Dec 10th 2013	Portland	Oregon
1	Diego	def.	Drew McIntyre		&nbsp;	Dec 10th 2013	Portland	Oregon
0	Daniel Bryan	def. (DQ)	Erick Rowan		&nbsp;	Dec 10th 2013	Portland	Oregon
1	Antonio Cesaro	def. (pin)	Cody Rhodes		&nbsp;	Dec 10th 2013	Portland	Oregon
2	Mark Henry	def. (CO)	Damien Sandow		&nbsp;	Dec 10th 2013	Portland	Oregon
3	A. J. Lee	def. (pin)	Brie Bella		&nbsp;	Dec 10th 2013	Portland	Oregon
4	Roman Reigns	def. (pin)	Jey Uso		&nbsp;	Dec 10th 2013	Portland	Oregon
5	The Big Show	def. (pin)	Ryback		&nbsp;	Dec 10th 2013	Portland	Oregon
0	Curtis Axel	def. (pin)	Dolph Ziggler		&nbsp;	Dec 10th 2013	Portland	Oregon
1	Natalya	def. (pin)	Alicia Fox		&nbsp;	Dec 10th 2013	Portland	Oregon
2	R-Truth	def. (pin)	Brodus Clay		&nbsp;	Dec 10th 2013	Portland	Oregon
0	Daniel Bryan	def. (pin)	Fandango	08:43	&nbsp;	Dec 9th 2013	Seattle	Washington
1	Damien Sandow	def. (pin)	Santino Marella	02:30	&nbsp;	Dec 9th 2013	Seattle	Washington
2	The Miz	def. (pin)	Kofi Kingston	02:36	&nbsp;	Dec 9th 2013	Seattle	Washington
3	Cody Rhodes	def. (pin)	Antonio Cesaro	11:50	8-person tag	Dec 9th 2013	Seattle	Washington
4	Sin Cara	def. (pin)	Alberto Del Rio	10:57	&nbsp;	Dec 9th 2013	Seattle	Washington
5	Brodus Clay	def. (pin)	Xavier Woods	00:39	&nbsp;	Dec 9th 2013	Seattle	Washington
6	C. M. Punk	def. (pin)	Dean Ambrose	17:31	&nbsp;	Dec 9th 2013	Seattle	Washington
7	Erick Rowan	def. (pin)	Jey Uso	08:33	&nbsp;	Dec 9th 2013	Seattle	Washington
8	Natalya	def. (sub)	Tamina Snuka	01:39	&nbsp;	Dec 9th 2013	Seattle	Washington
0	Big E. Langston	def. (pin)	Fandango		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
1	Curtis Axel	def. (pin)	Cody Rhodes		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
2	C. M. Punk	def. (pin)	Dean Ambrose		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
3	Natalya	def. (pin)	Tamina Snuka		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
4	Rey Mysterio	def. (pin)	Antonio Cesaro		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
5	Randy Orton	def. (pin)	Daniel Bryan		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
0	Goldust	def.	Ryback		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
1	Jey Uso	def. (pin)	Drew McIntyre		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
2	Damien Sandow	def. (pin)	R-Truth		&nbsp;	Dec 3rd 2013	Tulsa	Oklahoma
0	Kaitlyn	def. (pin)	Aksana		&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
1	Jey Uso	def. (pin)	Drew McIntyre		&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
0	Damien Sandow	def. (pin)	Dolph Ziggler	03:57	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
1	Brie Bella	def. (pin)	A. J. Lee	04:24	6-person tag	Dec 2nd 2013	Oklahoma City	Oklahoma
2	Daniel Bryan	def. (pin)	Erick Rowan	14:04	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
3	R-Truth	def. (pin)	Brodus Clay	04:08	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
4	Sin Cara	def. (pin)	Alberto Del Rio	04:44	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
5	Dean Ambrose	def. (pin)	Cody Rhodes	20:17	6-person tag	Dec 2nd 2013	Oklahoma City	Oklahoma
6	Curtis Axel	def. (pin)	Kofi Kingston	05:53	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
7	Mark Henry	def. (pin)	Fandango	03:32	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
8	Antonio Cesaro	def. (pin)	Darren Young	06:42	&nbsp;	Dec 2nd 2013	Oklahoma City	Oklahoma
0	Mark Henry	def. (pin)	Curtis Axel		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
1	Diego	def. (pin)	Drew McIntyre		6-person tag	Nov 26th 2013	Uncasville	Connecticut
2	Brodus Clay	def. (pin)	R-Truth		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
3	Antonio Cesaro	def. (DQ)	Titus O&#39;Neil		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
4	Cody Rhodes	def. (DQ)	Roman Reigns		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
5	C. M. Punk	draw (NC)	Dean Ambrose		6-person tag	Nov 26th 2013	Uncasville	Connecticut
6	C. M. Punk	def. (pin)	Bray Wyatt		12-person tag	Nov 26th 2013	Uncasville	Connecticut
0	Alberto Del Rio	def. (sub)	Dolph Ziggler		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
1	Damien Sandow	def. (pin)	Santino Marella		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
2	Kofi Kingston	def. (pin)	Fandango		&nbsp;	Nov 26th 2013	Uncasville	Connecticut
0	Dean Ambrose	def. (pin)	Cody Rhodes	08:31	6-person tag	Nov 25th 2013	Uniondale	New York
1	Big E. Langston	def. (pin)	Curtis Axel	02:33	&nbsp;	Nov 25th 2013	Uniondale	New York
2	Brie Bella	def. (pin)	A. J. Lee	08:19	14-person tag elimination	Nov 25th 2013	Uniondale	New York
3	Damien Sandow	def. (pin)	Dolph Ziggler	11:35	hardcore	Nov 25th 2013	Uniondale	New York
4	C. M. Punk	draw (NC)	Bray Wyatt	13:37	handicap tag	Nov 25th 2013	Uniondale	New York
5	The Miz	def. (pin)	Kofi Kingston	05:03	&nbsp;	Nov 25th 2013	Uniondale	New York
6	Xavier Woods	def. (pin)	Heath Slater	03:17	&nbsp;	Nov 25th 2013	Uniondale	New York
7	John Cena	def. (sub)	Alberto Del Rio	15:59	&nbsp;	Nov 25th 2013	Uniondale	New York
0	Zack Ryder	def. (pin)	Fandango		&nbsp;	Nov 25th 2013	Uniondale	New York
1	Jey Uso	def. (pin)	Antonio Cesaro		&nbsp;	Nov 25th 2013	Uniondale	New York
0	The Miz	def. (pin)	Kofi Kingston	08:35	dark &nbsp;	Nov 24th 2013	Boston	Massachusetts
1	Antonio Cesaro	def. (pin)	Cody Rhodes	23:22	"""Survivor Series"""	Nov 24th 2013	Boston	Massachusetts
2	Big E. Langston	def. (pin)	Curtis Axel	05:50	&nbsp;	Nov 24th 2013	Boston	Massachusetts
3	Brie Bella	def. (sub)	A. J. Lee	11:28	"""Survivor Series"""	Nov 24th 2013	Boston	Massachusetts
4	Mark Henry	def. (pin)	Ryback	04:46	&nbsp;	Nov 24th 2013	Boston	Massachusetts
5	John Cena	def. (pin)	Alberto Del Rio	18:47	&nbsp;	Nov 24th 2013	Boston	Massachusetts
6	C. M. Punk	def. (pin)	Erick Rowan	16:51	&nbsp;	Nov 24th 2013	Boston	Massachusetts
7	Randy Orton	def. (pin)	The Big Show	11:09	&nbsp;	Nov 24th 2013	Boston	Massachusetts
0	Cody Rhodes	def. (pin)	Antonio Cesaro		&nbsp;	Nov 19th 2013	Atlanta	Georgia
1	Ryback	def. (pin)	The Great Khali		&nbsp;	Nov 19th 2013	Atlanta	Georgia
2	Cameron	def. (pin)	A. J. Lee		handicap tag	Nov 19th 2013	Atlanta	Georgia
3	Jey Uso	def. (pin)	Dean Ambrose		6-person tag	Nov 19th 2013	Atlanta	Georgia
4	Big E. Langston	def. (pin)	Curtis Axel		&nbsp;	Nov 19th 2013	Atlanta	Georgia
5	Darren Young	def. (pin)	Drew McIntyre		&nbsp;	Nov 19th 2013	Atlanta	Georgia
6	Daniel Bryan	def. (pin)	Luke Harper		&nbsp;	Nov 19th 2013	Atlanta	Georgia
0	Tamina Snuka	def. (pin)	Naomi		&nbsp;	Nov 19th 2013	Atlanta	Georgia
1	Alberto Del Rio	def. (sub)	Santino Marella		&nbsp;	Nov 19th 2013	Atlanta	Georgia
2	Fandango	def. (pin)	Kofi Kingston		&nbsp;	Nov 19th 2013	Atlanta	Georgia
0	Randy Orton	def.	Brad Maddox	03:57	no disqualification	Nov 18th 2013	Nashville	Tennessee
1	Big E. Langston	def. (pin)	Curtis Axel	08:54	&nbsp;	Nov 18th 2013	Nashville	Tennessee
2	The Big Show	def. (pin)	Ryback	08:00	&nbsp;	Nov 18th 2013	Nashville	Tennessee
3	Antonio Cesaro	def. (sub)	Kofi Kingston	04:45	&nbsp;	Nov 18th 2013	Nashville	Tennessee
4	A. J. Lee	def. (sub)	Vickie Guerrero	01:31	&nbsp;	Nov 18th 2013	Nashville	Tennessee
5	Dolph Ziggler	def. (pin)	Damien Sandow	10:50	Broadway Brawl	Nov 18th 2013	Nashville	Tennessee
6	R-Truth	def. (pin)	Drew McIntyre	03:26	&nbsp;	Nov 18th 2013	Nashville	Tennessee
7	C. M. Punk	def. (pin)	Bray Wyatt	24:15	12-person tag	Nov 18th 2013	Nashville	Tennessee
0	Fandango	def. (pin)	Tyson Kidd	04:00	&nbsp;	Nov 18th 2013	Nashville	Tennessee
1	Diego	def. (pin)	Camacho	07:43	&nbsp;	Nov 18th 2013	Nashville	Tennessee
0	Brad Maddox	def. (pin)	El Local		dark &nbsp;	Nov 12th 2013	Manchester	England
1	Erick Rowan	def. (pin)	Jey Uso		&nbsp;	Nov 12th 2013	Manchester	England
2	Natalya	def. (sub)	Tamina Snuka		&nbsp;	Nov 12th 2013	Manchester	England
3	Darren Young	def. (pin)	Drew McIntyre		6-person tag	Nov 12th 2013	Manchester	England
4	John Cena	def.	Alberto Del Rio		arm wrestling	Nov 12th 2013	Manchester	England
5	Cameron	def. (pin)	Brie Bella		&nbsp;	Nov 12th 2013	Manchester	England
6	The Great Khali	def. (pin)	Camacho		handicap tag	Nov 12th 2013	Manchester	England
7	C. M. Punk	draw (NC)	Curtis Axel		&nbsp;	Nov 12th 2013	Manchester	England
0	Natalya	def. (DQ)	A. J. Lee		&nbsp;	Nov 12th 2013	Manchester	England
1	Justin Gabriel	def. (pin)	Tyson Kidd		&nbsp;	Nov 12th 2013	Manchester	England
2	Drew McIntyre	def. (pin)	Darren Young		6-person tag	Nov 12th 2013	Manchester	England
0	Wade Barrett	def. (pin)	Damien Sandow		dark &nbsp;	Nov 11th 2013	Manchester	England
1	Cody Rhodes	def. (CO)	Randy Orton	10:54	handicap tag	Nov 11th 2013	Manchester	England
2	Diego	def. (pin)	Drew McIntyre	02:43	6-person tag	Nov 11th 2013	Manchester	England
3	Damien Sandow	def. (pin)	Kofi Kingston	03:53	&nbsp;	Nov 11th 2013	Manchester	England
4	Curtis Axel	def. (pin)	Dolph Ziggler	09:04	&nbsp;	Nov 11th 2013	Manchester	England
5	Tamina Snuka	def. (pin)	Nikki Bella	04:25	&nbsp;	Nov 11th 2013	Manchester	England
6	Fandango	def. (pin)	Tyson Kidd	02:58	&nbsp;	Nov 11th 2013	Manchester	England
7	John Cena	def. (sub)	Antonio Cesaro	12:52	handicap tag	Nov 11th 2013	Manchester	England
8	R-Truth	def. (pin)	Ryback	04:03	&nbsp;	Nov 11th 2013	Manchester	England
9	Alberto Del Rio	def. (sub)	Big E. Langston	04:05	&nbsp;	Nov 11th 2013	Manchester	England
10	C. M. Punk	draw (NC)	Dean Ambrose	12:34	handicap tag	Nov 11th 2013	Manchester	England
0	Cameron	def. (pin)	Aksana		&nbsp;	Nov 11th 2013	Manchester	England
1	Jey Uso	def. (pin)	Darren Young		6-person tag	Nov 11th 2013	Manchester	England
0	C. M. Punk	def. (pin)	Curtis Axel		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
1	Jey Uso	def. (pin)	Drew McIntyre		6-person tag	Nov 5th 2013	Charlotte	North Carolina
2	A. J. Lee	def. (pin)	Cameron		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
3	Alberto Del Rio	def. (pin)	The Great Khali		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
4	Daniel Bryan	def. (DQ)	Luke Harper		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
5	John Cena	def. (pin)	Ryback		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
0	Jey Uso	def. (pin)	Camacho		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
1	Nikki Bella	def. (pin)	Alicia Fox		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
2	Erick Rowan	def. (pin)	Darren Young		&nbsp;	Nov 5th 2013	Charlotte	North Carolina
0	C. M. Punk	def. (pin)	Luke Harper	11:12	&nbsp;	Nov 4th 2013	Greenville	South Carolina
1	Ryback	def. (pin)	The Great Khali	02:25	&nbsp;	Nov 4th 2013	Greenville	South Carolina
2	Alberto Del Rio	def. (sub)	Kofi Kingston	06:53	&nbsp;	Nov 4th 2013	Greenville	South Carolina
3	Randy Orton	def. (pin)	Big E. Langston	12:23	&nbsp;	Nov 4th 2013	Greenville	South Carolina
4	Natalya	def. (sub)	Fandango	03:45	&nbsp;	Nov 4th 2013	Greenville	South Carolina
5	Cody Rhodes	def. (pin)	Antonio Cesaro	19:18	6-person tag	Nov 4th 2013	Greenville	South Carolina
6	Dolph Ziggler	def. (pin)	Curtis Axel	05:05	&nbsp;	Nov 4th 2013	Greenville	South Carolina
7	Jey Uso	def. (pin)	Drew McIntyre	03:57	&nbsp;	Nov 4th 2013	Greenville	South Carolina
8	Brie Bella	def. (pin)	A. J. Lee	03:12	6-person tag	Nov 4th 2013	Greenville	South Carolina
9	The Big Show	def. (DQ)	Dean Ambrose	03:04	handicap tag	Nov 4th 2013	Greenville	South Carolina
0	Naomi	def. (pin)	Alicia Fox		&nbsp;	Nov 4th 2013	Greenville	South Carolina
1	Zack Ryder	def. (pin)	Jinder Mahal		&nbsp;	Nov 4th 2013	Greenville	South Carolina
0	Jey Uso	def. (pin)	Dean Ambrose		&nbsp;	Oct 29th 2013	Tampa	Florida
1	Erick Rowan	def. (pin)	Darren Young		&nbsp;	Oct 29th 2013	Tampa	Florida
2	Brie Bella	def. (pin)	A. J. Lee		6-person tag	Oct 29th 2013	Tampa	Florida
3	Cody Rhodes	def. (pin)	Antonio Cesaro		6-person tag	Oct 29th 2013	Tampa	Florida
0	Ryback	def. (pin)	Kofi Kingston		&nbsp;	Oct 29th 2013	Tampa	Florida
1	Santino Marella	def. (pin)	Heath Slater		&nbsp;	Oct 29th 2013	Tampa	Florida
2	Diego	def. (pin)	Los Locales #1		&nbsp;	Oct 29th 2013	Tampa	Florida
3	Fandango	def. (pin)	The Great Khali		&nbsp;	Oct 29th 2013	Tampa	Florida
0	John Cena	def. (pin)	Damien Sandow	14:45	&nbsp;	Oct 28th 2013	Orlando	Florida
1	Big E. Langston	def. (DQ)	Dean Ambrose	01:40	&nbsp;	Oct 28th 2013	Orlando	Florida
2	Dean Ambrose	def. (pin)	Big E. Langston	05:35	6-person tag	Oct 28th 2013	Orlando	Florida
3	Diego	def. (pin)	Drew McIntyre	03:40	handicap tag	Oct 28th 2013	Orlando	Florida
4	A. J. Lee	def. (sub)	Brie Bella	03:30	&nbsp;	Oct 28th 2013	Orlando	Florida
5	Kane	def. (pin)	The Miz	01:13	&nbsp;	Oct 28th 2013	Orlando	Florida
6	C. M. Punk	def. (sub)	Ryback	04:26	street fight	Oct 28th 2013	Orlando	Florida
7	Antonio Cesaro	def. (sub)	Cody Rhodes	12:12	&nbsp;	Oct 28th 2013	Orlando	Florida
8	Natalya	def. (sub)	Summer Rae	05:17	&nbsp;	Oct 28th 2013	Orlando	Florida
0	Naomi	def. (pin)	Aksana		&nbsp;	Oct 28th 2013	Orlando	Florida
1	Kofi Kingston	def. (pin)	Santino Marella		&nbsp;	Oct 28th 2013	Orlando	Florida
0	Damien Sandow	def. (pin)	Kofi Kingston	07:05	dark &nbsp;	Oct 27th 2013	Miami	Florida
1	Cody Rhodes	def. (pin)	Jey Uso	14:38	triple-threat tag	Oct 27th 2013	Miami	Florida
2	Fandango	def. (pin)	Natalya	04:42	&nbsp;	Oct 27th 2013	Miami	Florida
3	Big E. Langston	def. (CO)	Dean Ambrose	08:41	&nbsp;	Oct 27th 2013	Miami	Florida
4	C. M. Punk	def. (pin)	Ryback	13:45	"""Hell In A Cell"""	Oct 27th 2013	Miami	Florida
5	Diego	def. (pin)	Antonio Cesaro	05:53	&nbsp;	Oct 27th 2013	Miami	Florida
6	John Cena	def. (pin)	Alberto Del Rio	15:15	&nbsp;	Oct 27th 2013	Miami	Florida
7	A. J. Lee	def. (sub)	Brie Bella	05:31	&nbsp;	Oct 27th 2013	Miami	Florida
8	Randy Orton	def. (pin)	Daniel Bryan	22:06	"""Hell In A Cell"""	Oct 27th 2013	Miami	Florida
0	Jey Uso	def. (pin)	Erick Rowan		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
1	A. J. Lee	def. (sub)	Nikki Bella		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
2	Diego	def. (pin)	Drew McIntyre		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
3	Paul Heyman	def. (pin)	C. M. Skunk		no disqualification handicap tag	Oct 22nd 2013	Birmingham	Alabama
4	Fandango	draw (NC)	The Great Khali		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
5	Big E. Langston	def. (pin)	Dean Ambrose		8-person tag	Oct 22nd 2013	Birmingham	Alabama
6	Daniel Bryan	def.	Randy Orton		dark &nbsp;	Oct 22nd 2013	Birmingham	Alabama
0	Seth Rollins	def. (pin)	Goldust		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
1	Antonio Cesaro	def. (pin)	Darren Young		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
2	Cameron	def. (pin)	Aksana		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
3	Damien Sandow	def. (pin)	Dolph Ziggler		&nbsp;	Oct 22nd 2013	Birmingham	Alabama
0	Daniel Bryan	def. (sub)	Dean Ambrose	15:25	&nbsp;	Oct 21st 2013	Memphis	Tennessee
1	Santino Marella	def. (pin)	Heath Slater	03:25	&nbsp;	Oct 21st 2013	Memphis	Tennessee
2	Randy Orton	def. (pin)	Dolph Ziggler	07:50	&nbsp;	Oct 21st 2013	Memphis	Tennessee
3	Brie Bella	def. (pin)	A. J. Lee	05:04	&nbsp;	Oct 21st 2013	Memphis	Tennessee
4	Erick Rowan	def. (pin)	Kofi Kingston	04:51	&nbsp;	Oct 21st 2013	Memphis	Tennessee
5	Big E. Langston	def. (pin)	Curtis Axel	06:35	&nbsp;	Oct 21st 2013	Memphis	Tennessee
6	Antonio Cesaro	def. (sub)	Brodus Clay	03:33	&nbsp;	Oct 21st 2013	Memphis	Tennessee
7	Jey Uso	draw (NC)	Roman Reigns	14:33	&nbsp;	Oct 21st 2013	Memphis	Tennessee
8	Daniel Bryan	def.	Randy Orton		dark &nbsp;	Oct 21st 2013	Memphis	Tennessee
0	Fandango	def. (pin)	Justin Gabriel		&nbsp;	Oct 21st 2013	Memphis	Tennessee
1	Damien Sandow	def. (pin)	R-Truth		&nbsp;	Oct 21st 2013	Memphis	Tennessee
0	Erick Rowan	def. (pin)	Kofi Kingston		&nbsp;	Oct 15th 2013	Kansas City	Missouri
1	Brie Bella	def. (pin)	A. J. Lee		&nbsp;	Oct 15th 2013	Kansas City	Missouri
2	C. M. Punk	def. (pin)	Big E. Langston		&nbsp;	Oct 15th 2013	Kansas City	Missouri
3	Jey Uso	def. (pin)	Antonio Cesaro		&nbsp;	Oct 15th 2013	Kansas City	Missouri
4	Cody Rhodes	def. (pin)	Dean Ambrose		6-person tag	Oct 15th 2013	Kansas City	Missouri
0	Dean Ambrose	def. (pin)	Dolph Ziggler		&nbsp;	Oct 15th 2013	Kansas City	Missouri
1	Brodus Clay	def. (pin)	Drew McIntyre		6-person tag	Oct 15th 2013	Kansas City	Missouri
2	Damien Sandow	def. (pin)	R-Truth		&nbsp;	Oct 15th 2013	Kansas City	Missouri
3	The Great Khali	def. (pin)	Fandango		&nbsp;	Oct 15th 2013	Kansas City	Missouri
0	Damien Sandow	def.	Kofi Kingston		&nbsp;	Oct 14th 2013	St. Louis	Missouri
1	Dolph Ziggler	def. (pin)	Big E. Langston		&nbsp;	Oct 14th 2013	St. Louis	Missouri
0	Randy Orton	def. (pin)	The Miz	05:21	&nbsp;	Oct 14th 2013	St. Louis	Missouri
1	Fandango	def. (pin)	Santino Marella	02:43	&nbsp;	Oct 14th 2013	St. Louis	Missouri
2	Diego	def. (pin)	Drew McIntyre	04:03	&nbsp;	Oct 14th 2013	St. Louis	Missouri
3	Ryback	def. (pin)	R-Truth	05:44	beat the clock	Oct 14th 2013	St. Louis	Missouri
4	Antonio Cesaro	def. (pin)	Brodus Clay	05:40	&nbsp;	Oct 14th 2013	St. Louis	Missouri
5	Tamina Snuka	def. (pin)	Brie Bella	04:33	&nbsp;	Oct 14th 2013	St. Louis	Missouri
6	C. M. Punk	def. (pin)	Curtis Axel	05:33	beat the clock	Oct 14th 2013	St. Louis	Missouri
7	Alberto Del Rio	def. (CO)	Daniel Bryan	14:05	&nbsp;	Oct 14th 2013	St. Louis	Missouri
8	Cody Rhodes	def. (pin)	Roman Reigns	19:05	no disqualification tag	Oct 14th 2013	St. Louis	Missouri
0	Curtis Axel	def. (pin)	R-Truth		&nbsp;	Oct 8th 2013	Columbus	Ohio
1	Diego	def. (pin)	Los Locales #1		&nbsp;	Oct 8th 2013	Columbus	Ohio
2	Brie Bella	def. (pin)	Eva Marie		6-person tag	Oct 8th 2013	Columbus	Ohio
3	Alberto Del Rio	def. (sub)	Damien Sandow		&nbsp;	Oct 8th 2013	Columbus	Ohio
